sample,student_name,trial,reaction_time
311,Chloe Martinez,3,334.6
311,Chloe Martinez,4,278.2
311,Chloe Martinez,5,276.8
311,Chloe Martinez,6,84.6
311,Chloe Martinez,7,366.7
311,Chloe Martinez,8,283.4
311,Chloe Martinez,9,249.8
311,Chloe Martinez,10,325.9
311,David Kim,1,315.3
311,David Kim,2,184.1
311,David Kim,3,443.1
311,David Kim,4,314.4
311,David Kim,5,372.7
311,David Kim,6,283.0
311,David Kim,7,267.2
311,David Kim,8,394.8
311,David Kim,9,396.9
311,David Kim,10,312.8
311,Emma Thompson,1,206.4
311,Emma Thompson,2,287.8
311,Emma Thompson,3,258.1
311,Emma Thompson,4,356.5
311,Emma Thompson,5,519.2
311,Emma Thompson,6,421.9
311,Emma Thompson,7,327.7
311,Emma Thompson,8,326.6
311,Emma Thompson,9,329.7
311,Emma Thompson,10,305.1
311,Faisal Rahman,1,412.6
311,Faisal Rahman,2,405.9
311,Faisal Rahman,3,249.1
311,Faisal Rahman,4,284.8
311,Faisal Rahman,5,361.4
311,Faisal Rahman,6,355.4
311,Faisal Rahman,7,237.4
311,Faisal Rahman,8,289.4
311,Faisal Rahman,9,174.0
311,Faisal Rahman,10,93.6
311,Grace Chen,1,267.6
311,Grace Chen,2,404.3
311,Grace Chen,3,294.9
311,Grace Chen,4,333.2
311,Grace Chen,5,333.2
311,Grace Chen,6,377.9
311,Grace Chen,7,364.9
311,Grace Chen,8,306.4
311,Grace Chen,9,359.4
311,Grace Chen,10,326.8
311,Harry Patel,1,425.4
311,Harry Patel,2,328.5
311,Harry Patel,3,339.5
311,Harry Patel,4,480.0
311,Harry Patel,5,376.9
311,Harry Patel,6,182.0
311,Harry Patel,7,323.1
311,Harry Patel,8,307.3
311,Harry Patel,9,307.9
311,Harry Patel,10,388.6
311,Isabel Santos,1,173.7
311,Isabel Santos,2,355.4
311,Isabel Santos,3,263.0
311,Isabel Santos,4,371.8
311,Isabel Santos,5,409.3
311,Isabel Santos,6,350.3
311,Isabel Santos,7,287.3
311,Isabel Santos,8,283.6
311,Isabel Santos,9,409.9
311,Isabel Santos,10,272.8
311,Jack Williams,1,286.0
311,Jack Williams,2,336.8
311,Jack Williams,3,285.1
311,Jack Williams,4,191.7
311,Jack Williams,5,402.6
311,Jack Williams,6,391.2
311,Jack Williams,7,266.7
311,Jack Williams,8,438.3
311,Jack Williams,9,291.6
311,Jack Williams,10,274.0
311,Kezia Adeyemi,1,412.3
311,Kezia Adeyemi,2,383.7
311,Kezia Adeyemi,3,144.9
311,Kezia Adeyemi,4,310.9
311,Kezia Adeyemi,5,266.2
311,Kezia Adeyemi,6,343.1
311,Kezia Adeyemi,7,297.5
311,Kezia Adeyemi,8,256.3
311,Kezia Adeyemi,9,244.0
311,Kezia Adeyemi,10,291.4
311,Liam O'Brien,1,269.1
311,Liam O'Brien,2,485.6
311,Liam O'Brien,3,159.6
311,Liam O'Brien,4,227.1
311,Liam O'Brien,5,226.4
311,Liam O'Brien,6,359.0
311,Liam O'Brien,7,371.3
311,Liam O'Brien,8,191.2
311,Liam O'Brien,9,173.9
311,Liam O'Brien,10,360.9
311,Maya Singh,1,358.5
311,Maya Singh,2,248.3
311,Maya Singh,3,221.4
311,Maya Singh,4,272.0
311,Maya Singh,5,166.4
311,Maya Singh,6,474.2
311,Maya Singh,7,266.1
311,Maya Singh,8,407.5
311,Maya Singh,9,328.5
311,Maya Singh,10,277.7
311,Noah Clarke,1,323.1
311,Noah Clarke,2,346.5
311,Noah Clarke,3,467.6
311,Noah Clarke,4,200.8
311,Noah Clarke,5,430.0
311,Noah Clarke,6,445.2
311,Noah Clarke,7,502.2
311,Noah Clarke,8,364.9
311,Noah Clarke,9,390.2
311,Noah Clarke,10,336.7
311,Priya Sharma,1,294.0
311,Priya Sharma,2,372.6
311,Priya Sharma,3,266.2
311,Priya Sharma,4,343.6
311,Priya Sharma,5,360.9
311,Priya Sharma,6,423.6
311,Priya Sharma,7,502.6
311,Priya Sharma,8,348.1
311,Priya Sharma,9,362.7
311,Priya Sharma,10,283.4
311,Oscar Bennett,1,393.5
311,Oscar Bennett,2,341.0
311,Oscar Bennett,3,384.2
311,Oscar Bennett,4,405.3
311,Oscar Bennett,5,462.3
311,Oscar Bennett,6,77.0
311,Oscar Bennett,7,412.6
311,Oscar Bennett,8,440.2
311,Oscar Bennett,9,340.6
311,Oscar Bennett,10,334.6
311,Ravi Kapoor,1,316.5
311,Ravi Kapoor,2,175.4
311,Ravi Kapoor,3,293.8
311,Ravi Kapoor,4,329.0
311,Ravi Kapoor,5,170.9
311,Ravi Kapoor,6,363.3
311,Ravi Kapoor,7,369.5
311,Ravi Kapoor,8,378.8
311,Ravi Kapoor,9,424.1
311,Ravi Kapoor,10,353.6
311,Sofia Lindqvist,1,314.9
311,Sofia Lindqvist,2,466.5
311,Sofia Lindqvist,3,246.6
311,Sofia Lindqvist,4,369.2
311,Sofia Lindqvist,5,279.3
311,Sofia Lindqvist,6,319.3
311,Sofia Lindqvist,7,281.0
311,Sofia Lindqvist,8,256.4
311,Sofia Lindqvist,9,364.7
311,Sofia Lindqvist,10,392.8
311,Tariq Hassan,1,461.4
311,Tariq Hassan,2,290.6
311,Tariq Hassan,3,278.0
311,Tariq Hassan,4,450.1
311,Tariq Hassan,5,301.0
311,Tariq Hassan,6,388.3
311,Tariq Hassan,7,236.4
311,Tariq Hassan,8,360.1
311,Tariq Hassan,9,497.5
311,Tariq Hassan,10,358.6
311,Uma Devi,1,221.7
311,Uma Devi,2,421.5
311,Uma Devi,3,352.8
311,Uma Devi,4,339.1
311,Uma Devi,5,398.3
311,Uma Devi,6,372.2
311,Uma Devi,7,438.5
311,Uma Devi,8,430.2
311,Uma Devi,9,267.5
311,Uma Devi,10,331.1
312,Alice Johnson,1,287.3
312,Alice Johnson,2,288.4
312,Alice Johnson,3,393.2
312,Alice Johnson,4,313.1
312,Alice Johnson,5,375.8
312,Alice Johnson,6,205.1
312,Alice Johnson,7,400.7
312,Alice Johnson,8,261.2
312,Alice Johnson,9,449.8
312,Alice Johnson,10,406.6
312,Ben Okafor,1,248.9
312,Ben Okafor,2,345.9
312,Ben Okafor,3,448.9
312,Ben Okafor,4,276.7
312,Ben Okafor,5,267.6
312,Ben Okafor,6,512.4
312,Ben Okafor,7,182.8
312,Ben Okafor,8,371.4
312,Ben Okafor,9,189.1
312,Ben Okafor,10,383.1
312,Chloe Martinez,1,282.3
312,Chloe Martinez,2,238.8
312,Chloe Martinez,3,233.9
312,Chloe Martinez,4,341.4
312,Chloe Martinez,5,202.0
312,Chloe Martinez,6,322.4
312,Chloe Martinez,7,303.5
312,Chloe Martinez,8,309.6
312,Chloe Martinez,9,429.3
312,Chloe Martinez,10,380.5
312,David Kim,1,183.1
312,David Kim,2,363.5
312,David Kim,3,374.4
312,David Kim,4,407.7
312,David Kim,5,407.7
312,David Kim,6,351.0
312,David Kim,7,347.0
312,David Kim,8,314.8
312,David Kim,9,438.0
312,David Kim,10,300.6
312,Emma Thompson,1,231.4
312,Emma Thompson,2,315.8
312,Emma Thompson,3,213.3
312,Emma Thompson,4,242.6
312,Emma Thompson,5,263.4
312,Emma Thompson,6,172.7
312,Emma Thompson,7,236.3
312,Emma Thompson,8,239.9
312,Emma Thompson,9,353.0
312,Emma Thompson,10,248.0
312,Faisal Rahman,1,344.3
312,Faisal Rahman,2,275.5
312,Faisal Rahman,3,273.3
312,Faisal Rahman,4,237.6
312,Faisal Rahman,5,249.2
312,Faisal Rahman,6,257.6
312,Faisal Rahman,7,182.7
312,Faisal Rahman,8,226.5
312,Faisal Rahman,9,253.9
312,Faisal Rahman,10,361.0
312,Grace Chen,1,256.4
312,Grace Chen,2,171.5
312,Grace Chen,3,329.6
312,Grace Chen,4,336.2
312,Grace Chen,5,377.5
312,Grace Chen,6,252.3
312,Grace Chen,7,368.6
312,Grace Chen,8,234.2
312,Grace Chen,9,137.6
312,Grace Chen,10,322.3
312,Harry Patel,1,355.7
312,Harry Patel,2,184.7
312,Harry Patel,3,337.8
312,Harry Patel,4,357.1
312,Harry Patel,5,374.2
312,Harry Patel,6,329.1
312,Harry Patel,7,469.4
312,Harry Patel,8,312.0
312,Harry Patel,9,288.1
312,Harry Patel,10,333.8
312,Isabel Santos,1,341.8
312,Isabel Santos,2,309.7
312,Isabel Santos,3,277.8
312,Isabel Santos,4,434.9
312,Isabel Santos,5,177.6
312,Isabel Santos,6,322.2
312,Isabel Santos,7,364.7
312,Isabel Santos,8,297.7
312,Isabel Santos,9,289.0
312,Isabel Santos,10,309.4
312,Jack Williams,1,221.7
312,Jack Williams,2,150.6
312,Jack Williams,3,123.8
312,Jack Williams,4,252.7
312,Jack Williams,5,391.1
312,Jack Williams,6,338.1
312,Jack Williams,7,252.7
312,Jack Williams,8,279.6
312,Jack Williams,9,112.5
312,Jack Williams,10,201.4
312,Kezia Adeyemi,1,325.8
312,Kezia Adeyemi,2,382.5
312,Kezia Adeyemi,3,267.8
312,Kezia Adeyemi,4,335.8
312,Kezia Adeyemi,5,273.0
312,Kezia Adeyemi,6,302.5
312,Kezia Adeyemi,7,242.0
312,Kezia Adeyemi,8,220.4
312,Kezia Adeyemi,9,274.7
312,Kezia Adeyemi,10,182.1
312,Liam O'Brien,1,257.2
312,Liam O'Brien,2,292.3
312,Liam O'Brien,3,410.6
312,Liam O'Brien,4,368.3
312,Liam O'Brien,5,334.1
312,Liam O'Brien,6,360.9
312,Liam O'Brien,7,363.7
312,Liam O'Brien,8,293.5
312,Liam O'Brien,9,428.0
312,Liam O'Brien,10,329.1
312,Maya Singh,1,392.7
312,Maya Singh,2,317.7
312,Maya Singh,3,345.8
312,Maya Singh,4,402.5
312,Maya Singh,5,405.7
312,Maya Singh,6,308.0
312,Maya Singh,7,382.8
312,Maya Singh,8,260.1
312,Maya Singh,9,257.9
312,Maya Singh,10,228.4
312,Noah Clarke,1,387.4
312,Noah Clarke,2,382.4
312,Noah Clarke,3,353.4
312,Noah Clarke,4,262.3
312,Noah Clarke,5,351.0
312,Noah Clarke,6,241.4
312,Noah Clarke,7,264.5
312,Noah Clarke,8,140.7
312,Noah Clarke,9,374.7
312,Noah Clarke,10,446.8
312,Priya Sharma,1,384.0
312,Priya Sharma,2,227.1
312,Priya Sharma,3,379.2
312,Priya Sharma,4,422.4
312,Priya Sharma,5,398.6
312,Priya Sharma,6,318.3
312,Priya Sharma,7,419.6
312,Priya Sharma,8,298.3
312,Priya Sharma,9,327.2
312,Priya Sharma,10,343.7
312,Oscar Bennett,1,186.5
312,Oscar Bennett,2,168.0
312,Oscar Bennett,3,231.6
312,Oscar Bennett,4,155.3
312,Oscar Bennett,5,309.7
312,Oscar Bennett,6,284.0
312,Oscar Bennett,7,282.4
312,Oscar Bennett,8,373.5
312,Oscar Bennett,9,274.5
312,Oscar Bennett,10,245.8
312,Ravi Kapoor,1,480.4
312,Ravi Kapoor,2,427.0
312,Ravi Kapoor,3,318.9
312,Ravi Kapoor,4,274.4
312,Ravi Kapoor,5,393.1
312,Ravi Kapoor,6,347.5
312,Ravi Kapoor,7,275.3
312,Ravi Kapoor,8,301.8
312,Ravi Kapoor,9,312.9
312,Ravi Kapoor,10,76.9
312,Sofia Lindqvist,1,434.6
312,Sofia Lindqvist,2,221.1
312,Sofia Lindqvist,3,247.2
312,Sofia Lindqvist,4,431.8
312,Sofia Lindqvist,5,296.1
312,Sofia Lindqvist,6,285.2
312,Sofia Lindqvist,7,210.8
312,Sofia Lindqvist,8,286.5
312,Sofia Lindqvist,9,270.7
312,Sofia Lindqvist,10,349.5
312,Tariq Hassan,1,262.1
312,Tariq Hassan,2,267.0
312,Tariq Hassan,3,232.4
312,Tariq Hassan,4,198.2
312,Tariq Hassan,5,307.2
312,Tariq Hassan,6,231.1
312,Tariq Hassan,7,345.0
312,Tariq Hassan,8,341.7
312,Tariq Hassan,9,184.0
312,Tariq Hassan,10,426.1
312,Uma Devi,1,368.2
312,Uma Devi,2,370.6
312,Uma Devi,3,304.4
312,Uma Devi,4,173.0
312,Uma Devi,5,292.3
312,Uma Devi,6,189.8
312,Uma Devi,7,223.0
312,Uma Devi,8,275.4
312,Uma Devi,9,214.1
312,Uma Devi,10,400.2
313,Alice Johnson,1,208.9
313,Alice Johnson,2,208.5
313,Alice Johnson,3,246.9
313,Alice Johnson,4,490.8
313,Alice Johnson,5,475.3
313,Alice Johnson,6,279.3
313,Alice Johnson,7,310.4
313,Alice Johnson,8,226.9
313,Alice Johnson,9,245.4
313,Alice Johnson,10,290.0
313,Ben Okafor,1,425.2
313,Ben Okafor,2,369.5
313,Ben Okafor,3,329.0
313,Ben Okafor,4,354.4
313,Ben Okafor,5,235.3
313,Ben Okafor,6,346.8
313,Ben Okafor,7,533.9
313,Ben Okafor,8,420.5
313,Ben Okafor,9,439.3
313,Ben Okafor,10,446.3
313,Chloe Martinez,1,401.0
313,Chloe Martinez,2,209.0
313,Chloe Martinez,3,268.5
313,Chloe Martinez,4,258.7
313,Chloe Martinez,5,173.3
313,Chloe Martinez,6,338.6
313,Chloe Martinez,7,414.9
313,Chloe Martinez,8,514.0
313,Chloe Martinez,9,292.0
313,Chloe Martinez,10,236.2
313,David Kim,1,449.1
313,David Kim,2,323.8
313,David Kim,3,231.1
313,David Kim,4,229.4
313,David Kim,5,303.2
313,David Kim,6,271.2
313,David Kim,7,318.3
313,David Kim,8,226.2
313,David Kim,9,360.2
313,David Kim,10,246.4
313,Emma Thompson,1,502.9
313,Emma Thompson,2,235.8
313,Emma Thompson,3,270.7
313,Emma Thompson,4,313.6
313,Emma Thompson,5,384.4
313,Emma Thompson,6,456.1
313,Emma Thompson,7,214.4
313,Emma Thompson,8,279.2
313,Emma Thompson,9,322.0
313,Emma Thompson,10,116.5
313,Faisal Rahman,1,496.8
313,Faisal Rahman,2,265.0
313,Faisal Rahman,3,361.4
313,Faisal Rahman,4,333.3
313,Faisal Rahman,5,333.0
313,Faisal Rahman,6,355.0
313,Faisal Rahman,7,310.2
313,Faisal Rahman,8,254.2
313,Faisal Rahman,9,416.6
313,Faisal Rahman,10,297.3
313,Grace Chen,1,353.8
313,Grace Chen,2,275.5
313,Grace Chen,3,150.6
313,Grace Chen,4,458.9
313,Grace Chen,5,353.7
313,Grace Chen,6,325.2
313,Grace Chen,7,226.9
313,Grace Chen,8,293.7
313,Grace Chen,9,359.9
313,Grace Chen,10,402.7
313,Harry Patel,1,326.7
313,Harry Patel,2,388.5
313,Harry Patel,3,204.1
313,Harry Patel,4,337.0
313,Harry Patel,5,362.4
313,Harry Patel,6,349.2
313,Harry Patel,7,285.1
313,Harry Patel,8,314.9
313,Harry Patel,9,381.6
313,Harry Patel,10,259.7
313,Isabel Santos,1,250.3
313,Isabel Santos,2,341.6
313,Isabel Santos,3,367.9
313,Isabel Santos,4,180.5
313,Isabel Santos,5,329.6
313,Isabel Santos,6,294.0
313,Isabel Santos,7,333.4
313,Isabel Santos,8,309.0
313,Isabel Santos,9,287.8
313,Isabel Santos,10,303.4
313,Jack Williams,1,369.1
313,Jack Williams,2,236.7
313,Jack Williams,3,98.4
313,Jack Williams,4,211.8
313,Jack Williams,5,262.3
313,Jack Williams,6,278.1
313,Jack Williams,7,171.3
313,Jack Williams,8,259.0
313,Jack Williams,9,147.0
313,Jack Williams,10,200.0
313,Kezia Adeyemi,1,412.5
313,Kezia Adeyemi,2,272.5
313,Kezia Adeyemi,3,406.6
313,Kezia Adeyemi,4,444.0
313,Kezia Adeyemi,5,266.0
313,Kezia Adeyemi,6,333.4
313,Kezia Adeyemi,7,349.1
313,Kezia Adeyemi,8,412.6
313,Kezia Adeyemi,9,426.8
313,Kezia Adeyemi,10,273.3
313,Liam O'Brien,1,402.0
313,Liam O'Brien,2,286.1
313,Liam O'Brien,3,496.5
313,Liam O'Brien,4,189.3
313,Liam O'Brien,5,163.6
313,Liam O'Brien,6,385.4
313,Liam O'Brien,7,301.6
313,Liam O'Brien,8,428.0
313,Liam O'Brien,9,442.9
313,Liam O'Brien,10,315.0
313,Maya Singh,1,321.8
313,Maya Singh,2,269.6
313,Maya Singh,3,276.6
313,Maya Singh,4,441.6
313,Maya Singh,5,331.7
313,Maya Singh,6,351.7
313,Maya Singh,7,355.4
313,Maya Singh,8,125.1
313,Maya Singh,9,357.1
313,Maya Singh,10,214.6
313,Noah Clarke,1,325.4
313,Noah Clarke,2,197.2
313,Noah Clarke,3,343.7
313,Noah Clarke,4,204.3
313,Noah Clarke,5,420.0
313,Noah Clarke,6,347.7
313,Noah Clarke,7,360.7
313,Noah Clarke,8,89.2
313,Noah Clarke,9,479.2
313,Noah Clarke,10,289.9
313,Priya Sharma,1,357.6
313,Priya Sharma,2,342.2
313,Priya Sharma,3,286.9
313,Priya Sharma,4,339.6
313,Priya Sharma,5,247.3
313,Priya Sharma,6,257.6
313,Priya Sharma,7,442.8
313,Priya Sharma,8,280.8
313,Priya Sharma,9,371.0
313,Priya Sharma,10,361.8
313,Oscar Bennett,1,91.2
313,Oscar Bennett,2,240.5
313,Oscar Bennett,3,263.5
313,Oscar Bennett,4,240.7
313,Oscar Bennett,5,194.1
313,Oscar Bennett,6,419.0
313,Oscar Bennett,7,370.9
313,Oscar Bennett,8,294.3
313,Oscar Bennett,9,247.7
313,Oscar Bennett,10,354.1
313,Ravi Kapoor,1,384.1
313,Ravi Kapoor,2,347.1
313,Ravi Kapoor,3,448.4
313,Ravi Kapoor,4,280.1
313,Ravi Kapoor,5,274.1
313,Ravi Kapoor,6,263.8
313,Ravi Kapoor,7,344.4
313,Ravi Kapoor,8,315.4
313,Ravi Kapoor,9,82.1
313,Ravi Kapoor,10,288.3
313,Sofia Lindqvist,1,451.4
313,Sofia Lindqvist,2,311.2
313,Sofia Lindqvist,3,298.2
313,Sofia Lindqvist,4,426.2
313,Sofia Lindqvist,5,331.1
313,Sofia Lindqvist,6,254.6
313,Sofia Lindqvist,7,461.8
313,Sofia Lindqvist,8,446.0
313,Sofia Lindqvist,9,404.9
313,Sofia Lindqvist,10,368.8
313,Tariq Hassan,1,272.9
313,Tariq Hassan,2,264.7
313,Tariq Hassan,3,228.2
313,Tariq Hassan,4,336.0
313,Tariq Hassan,5,206.5
313,Tariq Hassan,6,298.0
313,Tariq Hassan,7,255.8
313,Tariq Hassan,8,437.4
313,Tariq Hassan,9,368.1
313,Tariq Hassan,10,335.6
313,Uma Devi,1,438.9
313,Uma Devi,2,275.5
313,Uma Devi,3,310.2
313,Uma Devi,4,418.4
313,Uma Devi,5,417.1
313,Uma Devi,6,403.7
313,Uma Devi,7,261.1
313,Uma Devi,8,74.2
313,Uma Devi,9,276.9
313,Uma Devi,10,350.5
314,Alice Johnson,1,323.3
314,Alice Johnson,2,357.0
314,Alice Johnson,3,321.7
314,Alice Johnson,4,336.7
314,Alice Johnson,5,186.9
314,Alice Johnson,6,343.3
314,Alice Johnson,7,360.5
314,Alice Johnson,8,408.9
314,Alice Johnson,9,428.9
314,Alice Johnson,10,389.1
314,Ben Okafor,1,321.7
314,Ben Okafor,2,482.9
314,Ben Okafor,3,380.5
314,Ben Okafor,4,391.0
314,Ben Okafor,5,355.5
314,Ben Okafor,6,360.8
314,Ben Okafor,7,360.1
314,Ben Okafor,8,289.4
314,Ben Okafor,9,314.6
314,Ben Okafor,10,224.5
314,Chloe Martinez,1,393.8
314,Chloe Martinez,2,208.8
314,Chloe Martinez,3,368.3
314,Chloe Martinez,4,278.3
314,Chloe Martinez,5,200.8
314,Chloe Martinez,6,455.2
314,Chloe Martinez,7,487.6
314,Chloe Martinez,8,365.4
314,Chloe Martinez,9,308.7
314,Chloe Martinez,10,337.6
314,David Kim,1,356.2
314,David Kim,2,366.4
314,David Kim,3,337.5
314,David Kim,4,343.4
314,David Kim,5,320.7
314,David Kim,6,534.8
314,David Kim,7,410.9
314,David Kim,8,371.5
314,David Kim,9,462.1
314,David Kim,10,427.7
314,Emma Thompson,1,135.0
314,Emma Thompson,2,378.8
314,Emma Thompson,3,272.9
314,Emma Thompson,4,282.6
314,Emma Thompson,5,347.1
314,Emma Thompson,6,202.6
314,Emma Thompson,7,229.0
314,Emma Thompson,8,229.1
314,Emma Thompson,9,208.5
314,Emma Thompson,10,265.9
314,Faisal Rahman,1,217.0
314,Faisal Rahman,2,262.7
314,Faisal Rahman,3,17.7
314,Faisal Rahman,4,252.3
314,Faisal Rahman,5,378.8
314,Faisal Rahman,6,374.6
314,Faisal Rahman,7,412.4
314,Faisal Rahman,8,355.5
314,Faisal Rahman,9,369.1
314,Faisal Rahman,10,201.2
314,Grace Chen,1,422.2
314,Grace Chen,2,319.1
314,Grace Chen,3,416.0
314,Grace Chen,4,267.2
314,Grace Chen,5,228.3
314,Grace Chen,6,256.9
314,Grace Chen,7,402.9
314,Grace Chen,8,361.0
314,Grace Chen,9,466.3
314,Grace Chen,10,291.8
314,Harry Patel,1,380.5
314,Harry Patel,2,218.9
314,Harry Patel,3,333.9
314,Harry Patel,4,375.4
314,Harry Patel,5,292.7
314,Harry Patel,6,120.4
314,Harry Patel,7,310.2
314,Harry Patel,8,485.1
314,Harry Patel,9,484.8
314,Harry Patel,10,314.0
314,Isabel Santos,1,366.4
314,Isabel Santos,2,302.3
314,Isabel Santos,3,392.7
314,Isabel Santos,4,253.6
314,Isabel Santos,5,409.3
314,Isabel Santos,6,393.7
314,Isabel Santos,7,335.8
314,Isabel Santos,8,378.5
314,Isabel Santos,9,410.4
314,Isabel Santos,10,406.0
314,Jack Williams,1,229.9
314,Jack Williams,2,448.1
314,Jack Williams,3,210.2
314,Jack Williams,4,300.5
314,Jack Williams,5,422.2
314,Jack Williams,6,302.2
314,Jack Williams,7,367.3
314,Jack Williams,8,450.7
314,Jack Williams,9,233.1
314,Jack Williams,10,8.9
314,Kezia Adeyemi,1,369.7
314,Kezia Adeyemi,2,364.0
314,Kezia Adeyemi,3,384.6
314,Kezia Adeyemi,4,368.8
314,Kezia Adeyemi,5,232.1
314,Kezia Adeyemi,6,230.3
314,Kezia Adeyemi,7,109.5
314,Kezia Adeyemi,8,366.1
314,Kezia Adeyemi,9,147.9
314,Kezia Adeyemi,10,385.9
314,Liam O'Brien,1,200.3
314,Liam O'Brien,2,385.7
314,Liam O'Brien,3,291.8
314,Liam O'Brien,4,272.2
314,Liam O'Brien,5,94.6
314,Liam O'Brien,6,213.0
314,Liam O'Brien,7,364.4
314,Liam O'Brien,8,233.3
314,Liam O'Brien,9,267.5
314,Liam O'Brien,10,183.5
314,Maya Singh,1,314.0
314,Maya Singh,2,286.1
314,Maya Singh,3,439.5
314,Maya Singh,4,281.1
314,Maya Singh,5,260.0
314,Maya Singh,6,241.8
314,Maya Singh,7,298.5
314,Maya Singh,8,323.5
314,Maya Singh,9,394.2
314,Maya Singh,10,270.5
314,Noah Clarke,1,412.9
314,Noah Clarke,2,341.8
314,Noah Clarke,3,306.7
314,Noah Clarke,4,271.6
314,Noah Clarke,5,350.3
314,Noah Clarke,6,374.2
314,Noah Clarke,7,253.6
314,Noah Clarke,8,430.6
314,Noah Clarke,9,335.0
314,Noah Clarke,10,439.3
314,Priya Sharma,1,309.2
314,Priya Sharma,2,296.1
314,Priya Sharma,3,87.0
314,Priya Sharma,4,327.0
314,Priya Sharma,5,240.8
314,Priya Sharma,6,293.8
314,Priya Sharma,7,243.6
314,Priya Sharma,8,401.4
314,Priya Sharma,9,399.8
314,Priya Sharma,10,265.9
314,Oscar Bennett,1,166.5
314,Oscar Bennett,2,451.7
314,Oscar Bennett,3,251.5
314,Oscar Bennett,4,435.5
314,Oscar Bennett,5,392.1
314,Oscar Bennett,6,335.8
314,Oscar Bennett,7,299.4
314,Oscar Bennett,8,253.8
314,Oscar Bennett,9,325.3
314,Oscar Bennett,10,424.9
314,Ravi Kapoor,1,207.4
314,Ravi Kapoor,2,283.7
314,Ravi Kapoor,3,461.5
314,Ravi Kapoor,4,347.6
314,Ravi Kapoor,5,247.4
314,Ravi Kapoor,6,396.7
314,Ravi Kapoor,7,427.3
314,Ravi Kapoor,8,382.5
314,Ravi Kapoor,9,188.8
314,Ravi Kapoor,10,224.8
314,Sofia Lindqvist,1,400.7
314,Sofia Lindqvist,2,261.4
314,Sofia Lindqvist,3,448.5
314,Sofia Lindqvist,4,281.9
314,Sofia Lindqvist,5,431.1
314,Sofia Lindqvist,6,293.1
314,Sofia Lindqvist,7,367.5
314,Sofia Lindqvist,8,290.2
314,Sofia Lindqvist,9,514.1
314,Sofia Lindqvist,10,399.8
314,Tariq Hassan,1,268.8
314,Tariq Hassan,2,315.9
314,Tariq Hassan,3,344.5
314,Tariq Hassan,4,397.6
314,Tariq Hassan,5,170.0
314,Tariq Hassan,6,382.6
314,Tariq Hassan,7,319.4
314,Tariq Hassan,8,261.1
314,Tariq Hassan,9,357.2
314,Tariq Hassan,10,289.3
314,Uma Devi,1,397.1
314,Uma Devi,2,425.6
314,Uma Devi,3,404.1
314,Uma Devi,4,345.1
314,Uma Devi,5,492.3
314,Uma Devi,6,268.4
314,Uma Devi,7,226.2
314,Uma Devi,8,380.0
314,Uma Devi,9,460.5
314,Uma Devi,10,260.3
315,Alice Johnson,1,390.3
315,Alice Johnson,2,274.5
315,Alice Johnson,3,290.1
315,Alice Johnson,4,206.5
315,Alice Johnson,5,182.0
315,Alice Johnson,6,245.4
315,Alice Johnson,7,390.3
315,Alice Johnson,8,429.4
315,Alice Johnson,9,125.1
315,Alice Johnson,10,384.1
315,Ben Okafor,1,191.1
315,Ben Okafor,2,200.1
315,Ben Okafor,3,318.7
315,Ben Okafor,4,358.7
315,Ben Okafor,5,290.6
315,Ben Okafor,6,123.0
315,Ben Okafor,7,236.8
315,Ben Okafor,8,256.4
315,Ben Okafor,9,303.8
315,Ben Okafor,10,388.4
315,Chloe Martinez,1,312.8
315,Chloe Martinez,2,333.3
315,Chloe Martinez,3,218.0
315,Chloe Martinez,4,337.6
315,Chloe Martinez,5,303.0
315,Chloe Martinez,6,220.1
315,Chloe Martinez,7,234.9
315,Chloe Martinez,8,294.1
315,Chloe Martinez,9,360.6
315,Chloe Martinez,10,251.3
315,David Kim,1,356.2
315,David Kim,2,274.4
315,David Kim,3,214.8
315,David Kim,4,317.0
315,David Kim,5,198.3
315,David Kim,6,420.5
315,David Kim,7,308.8
315,David Kim,8,284.3
315,David Kim,9,217.2
315,David Kim,10,356.2
315,Emma Thompson,1,245.2
315,Emma Thompson,2,213.2
315,Emma Thompson,3,377.1
315,Emma Thompson,4,194.0
315,Emma Thompson,5,209.0
315,Emma Thompson,6,361.0
315,Emma Thompson,7,409.8
315,Emma Thompson,8,327.4
315,Emma Thompson,9,226.0
315,Emma Thompson,10,268.7
315,Faisal Rahman,1,432.8
315,Faisal Rahman,2,290.1
315,Faisal Rahman,3,387.0
315,Faisal Rahman,4,333.1
315,Faisal Rahman,5,346.5
315,Faisal Rahman,6,442.9
315,Faisal Rahman,7,304.1
315,Faisal Rahman,8,219.9
315,Faisal Rahman,9,365.0
315,Faisal Rahman,10,310.4
315,Grace Chen,1,356.7
315,Grace Chen,2,485.0
315,Grace Chen,3,435.2
315,Grace Chen,4,345.1
315,Grace Chen,5,392.0
315,Grace Chen,6,324.9
315,Grace Chen,7,324.3
315,Grace Chen,8,259.7
315,Grace Chen,9,286.7
315,Grace Chen,10,432.0
315,Harry Patel,1,174.5
315,Harry Patel,2,55.3
315,Harry Patel,3,309.5
315,Harry Patel,4,162.2
315,Harry Patel,5,288.2
315,Harry Patel,6,206.2
315,Harry Patel,7,357.9
315,Harry Patel,8,387.8
315,Harry Patel,9,346.1
315,Harry Patel,10,287.1
315,Isabel Santos,1,458.6
315,Isabel Santos,2,429.9
315,Isabel Santos,3,454.9
315,Isabel Santos,4,360.6
315,Isabel Santos,5,281.0
