sample,student_name,mean_reaction_time
250,Harry Patel,304.9
250,Isabel Santos,332.7
250,Jack Williams,363.7
250,Kezia Adeyemi,424.2
250,Liam O'Brien,346.8
250,Maya Singh,338.0
250,Noah Clarke,303.0
250,Oscar Bennett,280.3
250,Priya Sharma,310.8
250,Ravi Kapoor,329.2
250,Sofia Lindqvist,366.9
250,Tariq Hassan,318.8
250,Uma Devi,280.4
251,Alice Johnson,299.5
251,Ben Okafor,368.4
251,Chloe Martinez,317.1
251,David Kim,359.4
251,Emma Thompson,361.3
251,Faisal Rahman,247.4
251,Grace Chen,353.7
251,Harry Patel,291.5
251,Isabel Santos,362.0
251,Jack Williams,393.4
251,Kezia Adeyemi,267.9
251,Liam O'Brien,326.0
251,Maya Singh,358.4
251,Noah Clarke,367.0
251,Oscar Bennett,342.6
251,Priya Sharma,326.3
251,Ravi Kapoor,385.3
251,Sofia Lindqvist,403.8
251,Tariq Hassan,372.3
251,Uma Devi,303.4
252,Alice Johnson,338.8
252,Ben Okafor,408.4
252,Chloe Martinez,312.4
252,David Kim,343.6
252,Emma Thompson,320.5
252,Faisal Rahman,352.2
252,Grace Chen,389.0
252,Harry Patel,297.9
252,Isabel Santos,280.2
252,Jack Williams,340.9
252,Kezia Adeyemi,303.6
252,Liam O'Brien,299.4
252,Maya Singh,356.8
252,Noah Clarke,326.8
252,Oscar Bennett,326.4
252,Priya Sharma,324.0
252,Ravi Kapoor,296.5
252,Sofia Lindqvist,370.3
252,Tariq Hassan,299.6
252,Uma Devi,340.1
253,Alice Johnson,336.4
253,Ben Okafor,291.0
253,Chloe Martinez,334.1
253,David Kim,337.3
253,Emma Thompson,301.8
253,Faisal Rahman,302.8
253,Grace Chen,330.8
253,Harry Patel,344.5
253,Isabel Santos,247.1
253,Jack Williams,322.2
253,Kezia Adeyemi,369.6
253,Liam O'Brien,330.0
253,Maya Singh,336.2
253,Noah Clarke,304.9
253,Oscar Bennett,339.2
253,Priya Sharma,308.9
253,Ravi Kapoor,255.2
253,Sofia Lindqvist,350.1
253,Tariq Hassan,354.2
253,Uma Devi,302.6
254,Alice Johnson,368.8
254,Ben Okafor,388.1
254,Chloe Martinez,382.4
254,David Kim,318.0
254,Emma Thompson,344.6
254,Faisal Rahman,319.5
254,Grace Chen,359.2
254,Harry Patel,326.3
254,Isabel Santos,292.4
254,Jack Williams,359.8
254,Kezia Adeyemi,357.8
254,Liam O'Brien,317.5
254,Maya Singh,364.7
254,Noah Clarke,365.7
254,Oscar Bennett,291.6
254,Priya Sharma,237.3
254,Ravi Kapoor,253.9
254,Sofia Lindqvist,337.9
254,Tariq Hassan,307.1
254,Uma Devi,355.2
255,Alice Johnson,298.9
255,Ben Okafor,330.4
255,Chloe Martinez,305.8
255,David Kim,327.6
255,Emma Thompson,326.0
255,Faisal Rahman,320.8
255,Grace Chen,358.0
255,Harry Patel,297.8
255,Isabel Santos,288.7
255,Jack Williams,350.4
255,Kezia Adeyemi,304.4
255,Liam O'Brien,292.7
255,Maya Singh,362.3
255,Noah Clarke,306.4
255,Oscar Bennett,261.8
255,Priya Sharma,334.2
255,Ravi Kapoor,346.9
255,Sofia Lindqvist,328.6
255,Tariq Hassan,326.8
255,Uma Devi,332.2
256,Alice Johnson,317.0
256,Ben Okafor,340.8
256,Chloe Martinez,259.9
256,David Kim,349.8
256,Emma Thompson,321.3
256,Faisal Rahman,389.2
256,Grace Chen,334.7
256,Harry Patel,272.6
256,Isabel Santos,296.6
256,Jack Williams,281.8
256,Kezia Adeyemi,371.5
256,Liam O'Brien,378.4
256,Maya Singh,356.4
256,Noah Clarke,244.6
256,Oscar Bennett,306.4
256,Priya Sharma,389.1
256,Ravi Kapoor,320.0
256,Sofia Lindqvist,321.2
256,Tariq Hassan,323.0
256,Uma Devi,261.2
257,Alice Johnson,290.3
257,Ben Okafor,307.4
257,Chloe Martinez,311.4
257,David Kim,350.6
257,Emma Thompson,301.8
257,Faisal Rahman,315.4
257,Grace Chen,375.7
257,Harry Patel,296.6
257,Isabel Santos,326.4
257,Jack Williams,281.6
257,Kezia Adeyemi,276.2
257,Liam O'Brien,274.5
257,Maya Singh,293.0
257,Noah Clarke,280.5
257,Oscar Bennett,300.0
257,Priya Sharma,348.9
257,Ravi Kapoor,323.3
257,Sofia Lindqvist,298.7
257,Tariq Hassan,277.0
257,Uma Devi,325.7
258,Alice Johnson,240.1
258,Ben Okafor,306.5
258,Chloe Martinez,288.8
258,David Kim,280.8
258,Emma Thompson,342.2
258,Faisal Rahman,353.5
258,Grace Chen,341.6
258,Harry Patel,335.7
258,Isabel Santos,319.6
258,Jack Williams,313.9
258,Kezia Adeyemi,281.7
258,Liam O'Brien,259.0
258,Maya Singh,284.0
258,Noah Clarke,319.7
258,Oscar Bennett,328.7
258,Priya Sharma,239.2
258,Ravi Kapoor,294.1
258,Sofia Lindqvist,276.0
258,Tariq Hassan,326.1
258,Uma Devi,310.0
259,Alice Johnson,285.7
259,Ben Okafor,359.0
259,Chloe Martinez,340.2
259,David Kim,365.0
259,Emma Thompson,338.3
259,Faisal Rahman,355.1
259,Grace Chen,288.0
259,Harry Patel,337.9
259,Isabel Santos,301.4
259,Jack Williams,367.8
259,Kezia Adeyemi,262.7
259,Liam O'Brien,331.8
259,Maya Singh,332.0
259,Noah Clarke,288.4
259,Oscar Bennett,281.0
259,Priya Sharma,358.5
259,Ravi Kapoor,348.3
259,Sofia Lindqvist,283.1
259,Tariq Hassan,288.3
259,Uma Devi,274.2
260,Alice Johnson,264.6
260,Ben Okafor,405.8
260,Chloe Martinez,290.9
260,David Kim,344.0
260,Emma Thompson,337.9
260,Faisal Rahman,275.7
260,Grace Chen,309.0
260,Harry Patel,271.7
260,Isabel Santos,307.4
260,Jack Williams,322.8
260,Kezia Adeyemi,367.8
260,Liam O'Brien,354.4
260,Maya Singh,378.4
260,Noah Clarke,237.0
260,Oscar Bennett,346.9
260,Priya Sharma,352.2
260,Ravi Kapoor,355.8
260,Sofia Lindqvist,343.0
260,Tariq Hassan,356.4
260,Uma Devi,319.7
261,Alice Johnson,341.1
261,Ben Okafor,322.3
261,Chloe Martinez,303.5
261,David Kim,294.1
261,Emma Thompson,321.0
261,Faisal Rahman,337.3
261,Grace Chen,361.3
261,Harry Patel,337.6
261,Isabel Santos,348.4
261,Jack Williams,336.5
261,Kezia Adeyemi,359.8
261,Liam O'Brien,280.2
261,Maya Singh,234.3
261,Noah Clarke,305.6
261,Oscar Bennett,349.8
261,Priya Sharma,321.0
261,Ravi Kapoor,330.2
261,Sofia Lindqvist,335.3
261,Tariq Hassan,320.1
261,Uma Devi,312.6
262,Alice Johnson,301.5
262,Ben Okafor,284.1
262,Chloe Martinez,320.0
262,David Kim,291.2
262,Emma Thompson,287.3
262,Faisal Rahman,294.1
262,Grace Chen,262.1
262,Harry Patel,293.5
262,Isabel Santos,350.0
262,Jack Williams,352.1
262,Kezia Adeyemi,310.2
262,Liam O'Brien,367.2
262,Maya Singh,337.3
262,Noah Clarke,318.5
262,Oscar Bennett,324.6
262,Priya Sharma,318.2
262,Ravi Kapoor,305.6
262,Sofia Lindqvist,276.1
262,Tariq Hassan,262.0
262,Uma Devi,291.6
263,Alice Johnson,317.8
263,Ben Okafor,352.5
263,Chloe Martinez,273.8
263,David Kim,283.7
263,Emma Thompson,346.8
263,Faisal Rahman,339.5
263,Grace Chen,355.7
263,Harry Patel,271.8
263,Isabel Santos,280.1
263,Jack Williams,330.4
263,Kezia Adeyemi,272.8
263,Liam O'Brien,325.6
263,Maya Singh,287.0
263,Noah Clarke,322.0
263,Oscar Bennett,377.2
263,Priya Sharma,252.7
263,Ravi Kapoor,381.6
263,Sofia Lindqvist,331.8
263,Tariq Hassan,313.5
263,Uma Devi,364.6
264,Alice Johnson,344.3
264,Ben Okafor,315.4
264,Chloe Martinez,357.4
264,David Kim,278.6
264,Emma Thompson,326.3
264,Faisal Rahman,282.7
264,Grace Chen,333.2
264,Harry Patel,329.7
264,Isabel Santos,391.6
264,Jack Williams,356.8
264,Kezia Adeyemi,348.6
264,Liam O'Brien,275.2
264,Maya Singh,256.9
264,Noah Clarke,329.4
264,Oscar Bennett,259.6
264,Priya Sharma,307.2
264,Ravi Kapoor,323.3
264,Sofia Lindqvist,374.1
264,Tariq Hassan,357.6
264,Uma Devi,357.5
265,Alice Johnson,323.3
265,Ben Okafor,309.3
265,Chloe Martinez,323.7
265,David Kim,331.8
265,Emma Thompson,275.3
265,Faisal Rahman,324.2
265,Grace Chen,380.5
265,Harry Patel,349.1
265,Isabel Santos,319.4
265,Jack Williams,278.3
265,Kezia Adeyemi,284.1
265,Liam O'Brien,335.3
265,Maya Singh,413.1
265,Noah Clarke,248.5
265,Oscar Bennett,332.4
265,Priya Sharma,350.2
265,Ravi Kapoor,352.7
265,Sofia Lindqvist,341.0
265,Tariq Hassan,255.7
265,Uma Devi,285.8
266,Alice Johnson,331.2
266,Ben Okafor,315.7
266,Chloe Martinez,284.1
266,David Kim,306.3
266,Emma Thompson,383.0
266,Faisal Rahman,422.8
266,Grace Chen,393.4
266,Harry Patel,321.0
266,Isabel Santos,272.9
266,Jack Williams,276.8
266,Kezia Adeyemi,293.1
266,Liam O'Brien,274.7
266,Maya Singh,283.9
266,Noah Clarke,288.8
266,Oscar Bennett,403.2
266,Priya Sharma,347.1
266,Ravi Kapoor,295.9
266,Sofia Lindqvist,340.9
266,Tariq Hassan,287.2
266,Uma Devi,288.0
267,Alice Johnson,331.4
267,Ben Okafor,324.1
267,Chloe Martinez,402.6
267,David Kim,308.5
267,Emma Thompson,289.1
267,Faisal Rahman,325.3
267,Grace Chen,282.6
267,Harry Patel,322.5
267,Isabel Santos,327.4
267,Jack Williams,360.1
267,Kezia Adeyemi,288.6
267,Liam O'Brien,333.2
267,Maya Singh,325.4
267,Noah Clarke,294.7
267,Oscar Bennett,289.9
267,Priya Sharma,311.6
267,Ravi Kapoor,311.3
267,Sofia Lindqvist,337.2
267,Tariq Hassan,240.3
267,Uma Devi,276.8
268,Alice Johnson,362.3
268,Ben Okafor,311.4
268,Chloe Martinez,309.9
268,David Kim,297.4
268,Emma Thompson,324.1
268,Faisal Rahman,264.6
268,Grace Chen,339.8
268,Harry Patel,249.4
268,Isabel Santos,290.2
268,Jack Williams,334.3
268,Kezia Adeyemi,323.8
268,Liam O'Brien,421.3
268,Maya Singh,341.8
268,Noah Clarke,273.8
268,Oscar Bennett,350.7
268,Priya Sharma,294.2
268,Ravi Kapoor,349.6
268,Sofia Lindqvist,299.0
268,Tariq Hassan,270.4
268,Uma Devi,287.5
269,Alice Johnson,442.7
269,Ben Okafor,230.2
269,Chloe Martinez,314.7
269,David Kim,285.9
269,Emma Thompson,329.5
269,Faisal Rahman,299.7
269,Grace Chen,355.8
269,Harry Patel,301.0
269,Isabel Santos,359.8
269,Jack Williams,327.9
269,Kezia Adeyemi,280.2
269,Liam O'Brien,293.7
269,Maya Singh,310.3
269,Noah Clarke,332.8
269,Oscar Bennett,371.8
269,Priya Sharma,332.2
269,Ravi Kapoor,283.6
269,Sofia Lindqvist,371.9
269,Tariq Hassan,229.8
269,Uma Devi,288.4
270,Alice Johnson,323.4
270,Ben Okafor,304.6
270,Chloe Martinez,337.6
270,David Kim,324.0
270,Emma Thompson,206.6
270,Faisal Rahman,353.6
270,Grace Chen,354.9
270,Harry Patel,300.8
270,Isabel Santos,269.2
270,Jack Williams,345.4
270,Kezia Adeyemi,268.5
270,Liam O'Brien,299.1
270,Maya Singh,405.2
270,Noah Clarke,306.2
270,Oscar Bennett,352.6
270,Priya Sharma,275.1
270,Ravi Kapoor,351.7
270,Sofia Lindqvist,275.7
270,Tariq Hassan,358.1
270,Uma Devi,307.6
271,Alice Johnson,306.5
271,Ben Okafor,230.7
271,Chloe Martinez,315.2
271,David Kim,378.2
271,Emma Thompson,393.9
271,Faisal Rahman,283.0
271,Grace Chen,322.0
271,Harry Patel,275.7
271,Isabel Santos,331.1
271,Jack Williams,278.0
271,Kezia Adeyemi,333.7
271,Liam O'Brien,315.8
271,Maya Singh,293.3
271,Noah Clarke,380.1
271,Oscar Bennett,318.7
271,Priya Sharma,331.6
271,Ravi Kapoor,356.6
271,Sofia Lindqvist,385.1
271,Tariq Hassan,298.6
271,Uma Devi,300.4
272,Alice Johnson,366.2
272,Ben Okafor,331.8
272,Chloe Martinez,274.6
272,David Kim,345.3
272,Emma Thompson,330.5
272,Faisal Rahman,331.6
272,Grace Chen,328.4
272,Harry Patel,311.2
272,Isabel Santos,302.8
272,Jack Williams,351.0
272,Kezia Adeyemi,380.1
272,Liam O'Brien,343.2
272,Maya Singh,351.6
272,Noah Clarke,346.6
272,Oscar Bennett,260.5
272,Priya Sharma,333.4
272,Ravi Kapoor,262.8
272,Sofia Lindqvist,312.4
272,Tariq Hassan,389.5
272,Uma Devi,267.3
273,Alice Johnson,324.0
273,Ben Okafor,266.5
273,Chloe Martinez,301.0
273,David Kim,316.0
273,Emma Thompson,366.6
273,Faisal Rahman,309.8
273,Grace Chen,390.5
273,Harry Patel,267.8
273,Isabel Santos,360.6
273,Jack Williams,366.6
273,Kezia Adeyemi,338.8
273,Liam O'Brien,345.3
273,Maya Singh,340.0
273,Noah Clarke,322.6
273,Oscar Bennett,295.5
273,Priya Sharma,319.7
273,Ravi Kapoor,310.2
273,Sofia Lindqvist,347.1
273,Tariq Hassan,312.2
273,Uma Devi,333.6
274,Alice Johnson,318.1
274,Ben Okafor,311.5
274,Chloe Martinez,337.3
274,David Kim,307.2
274,Emma Thompson,340.8
274,Faisal Rahman,349.6
274,Grace Chen,329.9
274,Harry Patel,282.5
274,Isabel Santos,331.3
274,Jack Williams,349.6
274,Kezia Adeyemi,308.0
274,Liam O'Brien,324.9
274,Maya Singh,323.2
274,Noah Clarke,276.8
274,Oscar Bennett,343.4
274,Priya Sharma,271.6
274,Ravi Kapoor,368.7
274,Sofia Lindqvist,267.6
274,Tariq Hassan,260.4
274,Uma Devi,246.4
275,Alice Johnson,276.0
275,Ben Okafor,298.8
275,Chloe Martinez,319.4
275,David Kim,323.4
275,Emma Thompson,335.3
275,Faisal Rahman,333.0
275,Grace Chen,295.3
275,Harry Patel,318.4
275,Isabel Santos,308.7
275,Jack Williams,294.4
275,Kezia Adeyemi,353.4
275,Liam O'Brien,354.8
275,Maya Singh,290.9
275,Noah Clarke,271.6
275,Oscar Bennett,283.5
275,Priya Sharma,334.9
275,Ravi Kapoor,408.4
275,Sofia Lindqvist,330.7
275,Tariq Hassan,388.7
275,Uma Devi,328.0
276,Alice Johnson,363.8
276,Ben Okafor,342.4
276,Chloe Martinez,308.9
276,David Kim,346.9
276,Emma Thompson,230.6
276,Faisal Rahman,328.3
276,Grace Chen,369.9
276,Harry Patel,359.8
276,Isabel Santos,263.3
276,Jack Williams,367.2
276,Kezia Adeyemi,459.7
276,Liam O'Brien,274.4
276,Maya Singh,249.4
276,Noah Clarke,366.2
276,Oscar Bennett,327.1
276,Priya Sharma,226.2
276,Ravi Kapoor,330.1
276,Sofia Lindqvist,348.1
276,Tariq Hassan,252.7
276,Uma Devi,393.2
277,Alice Johnson,333.0
277,Ben Okafor,306.9
277,Chloe Martinez,362.5
277,David Kim,321.0
277,Emma Thompson,340.7
277,Faisal Rahman,331.9
277,Grace Chen,292.5
277,Harry Patel,271.6
277,Isabel Santos,278.7
277,Jack Williams,359.2
277,Kezia Adeyemi,300.7
277,Liam O'Brien,306.0
277,Maya Singh,315.4
277,Noah Clarke,377.4
277,Oscar Bennett,291.6
277,Priya Sharma,339.6
277,Ravi Kapoor,364.1
277,Sofia Lindqvist,265.8
277,Tariq Hassan,326.3
277,Uma Devi,299.1
278,Alice Johnson,287.5
278,Ben Okafor,248.8
278,Chloe Martinez,289.9
278,David Kim,346.1
278,Emma Thompson,314.1
278,Faisal Rahman,310.5
278,Grace Chen,289.2
278,Harry Patel,350.0
278,Isabel Santos,342.5
278,Jack Williams,291.2
278,Kezia Adeyemi,298.1
278,Liam O'Brien,384.6
278,Maya Singh,308.1
278,Noah Clarke,343.5
278,Oscar Bennett,266.9
278,Priya Sharma,343.4
278,Ravi Kapoor,302.2
278,Sofia Lindqvist,289.0
278,Tariq Hassan,331.9
278,Uma Devi,312.4
279,Alice Johnson,285.1
279,Ben Okafor,309.0
279,Chloe Martinez,368.1
279,David Kim,356.8
279,Emma Thompson,326.2
279,Faisal Rahman,378.2
279,Grace Chen,339.2
279,Harry Patel,328.8
279,Isabel Santos,314.1
279,Jack Williams,284.2
279,Kezia Adeyemi,215.4
279,Liam O'Brien,315.4
279,Maya Singh,301.6
279,Noah Clarke,319.8
279,Oscar Bennett,320.3
279,Priya Sharma,331.8
279,Ravi Kapoor,359.2
279,Sofia Lindqvist,321.4
279,Tariq Hassan,294.0
279,Uma Devi,388.2
280,Alice Johnson,375.2
280,Ben Okafor,341.4
280,Chloe Martinez,311.9
280,David Kim,377.9
280,Emma Thompson,264.0
280,Faisal Rahman,333.9
280,Grace Chen,323.3
280,Harry Patel,286.2
280,Isabel Santos,372.5
280,Jack Williams,313.5
280,Kezia Adeyemi,280.0
280,Liam O'Brien,286.8
280,Maya Singh,284.5
280,Noah Clarke,357.1
280,Oscar Bennett,330.3
280,Priya Sharma,282.6
280,Ravi Kapoor,334.5
280,Sofia Lindqvist,299.8
280,Tariq Hassan,281.6
280,Uma Devi,366.0
281,Alice Johnson,343.5
281,Ben Okafor,354.0
281,Chloe Martinez,338.4
281,David Kim,355.6
281,Emma Thompson,340.9
281,Faisal Rahman,307.2
281,Grace Chen,314.8
281,Harry Patel,243.7
281,Isabel Santos,328.2
281,Jack Williams,325.8
281,Kezia Adeyemi,292.5
281,Liam O'Brien,360.1
281,Maya Singh,346.6
281,Noah Clarke,359.3
281,Oscar Bennett,393.9
281,Priya Sharma,303.8
281,Ravi Kapoor,276.4
281,Sofia Lindqvist,326.8
281,Tariq Hassan,345.8
281,Uma Devi,355.9
282,Alice Johnson,349.2
282,Ben Okafor,333.5
282,Chloe Martinez,289.4
282,David Kim,333.0
282,Emma Thompson,289.2
282,Faisal Rahman,282.1
282,Grace Chen,327.7
282,Harry Patel,325.8
282,Isabel Santos,283.5
282,Jack Williams,325.1
282,Kezia Adeyemi,290.2
282,Liam O'Brien,247.5
282,Maya Singh,320.3
282,Noah Clarke,308.2
282,Oscar Bennett,350.1
282,Priya Sharma,287.0
282,Ravi Kapoor,314.5
282,Sofia Lindqvist,259.8
282,Tariq Hassan,328.3
282,Uma Devi,336.6
283,Alice Johnson,332.6
283,Ben Okafor,292.5
283,Chloe Martinez,349.5
283,David Kim,353.7
283,Emma Thompson,304.3
283,Faisal Rahman,288.0
283,Grace Chen,420.7
283,Harry Patel,361.3
283,Isabel Santos,305.6
283,Jack Williams,351.6
283,Kezia Adeyemi,242.4
283,Liam O'Brien,315.0
283,Maya Singh,331.6
283,Noah Clarke,334.1
283,Oscar Bennett,235.4
283,Priya Sharma,263.4
283,Ravi Kapoor,320.2
283,Sofia Lindqvist,303.2
283,Tariq Hassan,311.4
283,Uma Devi,303.1
284,Alice Johnson,281.8
284,Ben Okafor,318.7
284,Chloe Martinez,328.9
284,David Kim,284.3
284,Emma Thompson,296.9
284,Faisal Rahman,287.3
284,Grace Chen,299.2
284,Harry Patel,313.7
284,Isabel Santos,299.3
284,Jack Williams,280.9
284,Kezia Adeyemi,366.3
284,Liam O'Brien,341.9
284,Maya Singh,321.8
284,Noah Clarke,297.0
284,Oscar Bennett,304.3
284,Priya Sharma,351.9
284,Ravi Kapoor,314.0
284,Sofia Lindqvist,279.9
284,Tariq Hassan,362.4
284,Uma Devi,322.1
285,Alice Johnson,286.6
285,Ben Okafor,301.6
285,Chloe Martinez,292.5
285,David Kim,349.7
285,Emma Thompson,332.2
285,Faisal Rahman,285.9
285,Grace Chen,276.4
285,Harry Patel,339.6
285,Isabel Santos,326.8
285,Jack Williams,414.8
285,Kezia Adeyemi,305.4
285,Liam O'Brien,328.3
285,Maya Singh,250.4
285,Noah Clarke,354.1
285,Oscar Bennett,338.3
285,Priya Sharma,264.6
285,Ravi Kapoor,320.1
285,Sofia Lindqvist,281.8
285,Tariq Hassan,204.4
285,Uma Devi,246.8
286,Alice Johnson,333.7
286,Ben Okafor,318.6
286,Chloe Martinez,305.8
286,David Kim,403.5
286,Emma Thompson,322.6
286,Faisal Rahman,340.5
286,Grace Chen,333.3
286,Harry Patel,283.3
286,Isabel Santos,285.7
286,Jack Williams,299.7
286,Kezia Adeyemi,232.9
286,Liam O'Brien,400.0
286,Maya Singh,359.5
286,Noah Clarke,331.6
286,Oscar Bennett,264.2
286,Priya Sharma,342.0
286,Ravi Kapoor,339.4
286,Sofia Lindqvist,313.5
286,Tariq Hassan,310.3
286,Uma Devi,227.3
287,Alice Johnson,312.0
287,Ben Okafor,305.4
287,Chloe Martinez,405.4
287,David Kim,369.2
287,Emma Thompson,276.1
287,Faisal Rahman,271.1
287,Grace Chen,335.4
287,Harry Patel,287.6
287,Isabel Santos,350.0
287,Jack Williams,409.0
287,Kezia Adeyemi,329.9
287,Liam O'Brien,239.9
287,Maya Singh,311.2
287,Noah Clarke,335.4
287,Oscar Bennett,308.6
287,Priya Sharma,313.5
287,Ravi Kapoor,325.7
287,Sofia Lindqvist,279.7
287,Tariq Hassan,274.8
287,Uma Devi,332.9
288,Alice Johnson,316.6
288,Ben Okafor,369.4
288,Chloe Martinez,353.5
288,David Kim,320.5
288,Emma Thompson,286.1
288,Faisal Rahman,323.3
288,Grace Chen,335.9
288,Harry Patel,311.5
288,Isabel Santos,260.2
288,Jack Williams,330.4
288,Kezia Adeyemi,377.6
288,Liam O'Brien,333.0
288,Maya Singh,309.4
288,Noah Clarke,262.3
288,Oscar Bennett,315.0
288,Priya Sharma,321.7
288,Ravi Kapoor,399.4
288,Sofia Lindqvist,292.8
288,Tariq Hassan,392.6
288,Uma Devi,354.0
289,Alice Johnson,317.2
289,Ben Okafor,351.4
289,Chloe Martinez,359.9
289,David Kim,305.8
289,Emma Thompson,375.4
289,Faisal Rahman,326.5
289,Grace Chen,382.5
289,Harry Patel,257.3
289,Isabel Santos,284.0
289,Jack Williams,296.2
289,Kezia Adeyemi,323.3
289,Liam O'Brien,299.8
289,Maya Singh,294.2
289,Noah Clarke,311.5
289,Oscar Bennett,302.0
289,Priya Sharma,358.7
289,Ravi Kapoor,318.8
289,Sofia Lindqvist,324.5
289,Tariq Hassan,290.6
289,Uma Devi,315.6
290,Alice Johnson,316.0
290,Ben Okafor,297.6
290,Chloe Martinez,284.6
290,David Kim,386.1
290,Emma Thompson,308.2
290,Faisal Rahman,260.8
290,Grace Chen,286.8
290,Harry Patel,388.9
290,Isabel Santos,262.4
290,Jack Williams,294.3
290,Kezia Adeyemi,327.2
290,Liam O'Brien,323.1
290,Maya Singh,385.3
290,Noah Clarke,321.2
290,Oscar Bennett,274.6
290,Priya Sharma,338.1
290,Ravi Kapoor,346.9
290,Sofia Lindqvist,354.1
290,Tariq Hassan,319.5
290,Uma Devi,357.8
291,Alice Johnson,288.7
291,Ben Okafor,294.1
291,Chloe Martinez,288.1
291,David Kim,321.7
291,Emma Thompson,336.7
291,Faisal Rahman,290.4
291,Grace Chen,330.0
291,Harry Patel,272.6
291,Isabel Santos,330.3
291,Jack Williams,332.7
291,Kezia Adeyemi,322.5
291,Liam O'Brien,273.0
291,Maya Singh,358.4
291,Noah Clarke,331.0
291,Oscar Bennett,275.2
291,Priya Sharma,336.5
291,Ravi Kapoor,209.1
291,Sofia Lindqvist,391.5
291,Tariq Hassan,342.1
291,Uma Devi,378.6
292,Alice Johnson,355.0
292,Ben Okafor,262.3
292,Chloe Martinez,228.4
292,David Kim,285.9
292,Emma Thompson,363.1
292,Faisal Rahman,373.3
292,Grace Chen,330.4
292,Harry Patel,290.0
292,Isabel Santos,341.6
292,Jack Williams,286.3
292,Kezia Adeyemi,358.8
292,Liam O'Brien,341.6
292,Maya Singh,292.2
292,Noah Clarke,356.9
292,Oscar Bennett,330.1
292,Priya Sharma,270.2
292,Ravi Kapoor,403.9
292,Sofia Lindqvist,305.5
292,Tariq Hassan,344.8
292,Uma Devi,309.6
293,Alice Johnson,384.7
293,Ben Okafor,365.2
293,Chloe Martinez,351.6
293,David Kim,321.2
293,Emma Thompson,322.1
293,Faisal Rahman,301.6
293,Grace Chen,344.1
293,Harry Patel,320.5
293,Isabel Santos,215.2
293,Jack Williams,360.0
293,Kezia Adeyemi,296.1
293,Liam O'Brien,320.7
293,Maya Singh,332.6
293,Noah Clarke,370.0
293,Oscar Bennett,296.5
293,Priya Sharma,319.5
293,Ravi Kapoor,342.5
293,Sofia Lindqvist,273.9
293,Tariq Hassan,340.0
293,Uma Devi,328.1
294,Alice Johnson,352.4
294,Ben Okafor,321.9
294,Chloe Martinez,310.6
294,David Kim,304.7
294,Emma Thompson,314.3
294,Faisal Rahman,332.6
294,Grace Chen,350.7
294,Harry Patel,316.0
294,Isabel Santos,286.6
294,Jack Williams,364.6
294,Kezia Adeyemi,297.9
294,Liam O'Brien,371.7
294,Maya Singh,318.5
294,Noah Clarke,363.4
294,Oscar Bennett,359.8
294,Priya Sharma,246.3
294,Ravi Kapoor,242.0
294,Sofia Lindqvist,259.4
294,Tariq Hassan,360.5
294,Uma Devi,330.8
295,Alice Johnson,346.1
295,Ben Okafor,345.4
295,Chloe Martinez,284.0
295,David Kim,357.1
295,Emma Thompson,330.9
295,Faisal Rahman,291.2
295,Grace Chen,366.0
295,Harry Patel,333.3
295,Isabel Santos,311.4
295,Jack Williams,256.4
295,Kezia Adeyemi,364.7
295,Liam O'Brien,287.8
295,Maya Singh,333.6
295,Noah Clarke,376.8
295,Oscar Bennett,323.9
295,Priya Sharma,285.7
295,Ravi Kapoor,308.8
295,Sofia Lindqvist,356.4
295,Tariq Hassan,257.8
295,Uma Devi,273.4
296,Alice Johnson,337.2
296,Ben Okafor,270.0
296,Chloe Martinez,329.9
296,David Kim,316.1
296,Emma Thompson,382.2
296,Faisal Rahman,395.8
296,Grace Chen,347.6
296,Harry Patel,311.4
296,Isabel Santos,209.2
296,Jack Williams,347.0
296,Kezia Adeyemi,314.8
296,Liam O'Brien,243.1
296,Maya Singh,260.1
296,Noah Clarke,332.0
296,Oscar Bennett,370.5
296,Priya Sharma,342.4
296,Ravi Kapoor,273.9
296,Sofia Lindqvist,296.8
296,Tariq Hassan,408.9
296,Uma Devi,270.5
297,Alice Johnson,289.7
297,Ben Okafor,294.9
297,Chloe Martinez,364.5
297,David Kim,377.8
297,Emma Thompson,273.0
297,Faisal Rahman,303.0
297,Grace Chen,323.6
297,Harry Patel,378.8
297,Isabel Santos,346.1
297,Jack Williams,364.6
297,Kezia Adeyemi,341.5
297,Liam O'Brien,367.1
297,Maya Singh,306.6
297,Noah Clarke,268.6
297,Oscar Bennett,382.2
297,Priya Sharma,299.7
297,Ravi Kapoor,326.7
297,Sofia Lindqvist,307.0
297,Tariq Hassan,362.7
297,Uma Devi,227.1
298,Alice Johnson,273.0
298,Ben Okafor,273.6
298,Chloe Martinez,315.8
298,David Kim,381.2
298,Emma Thompson,353.2
298,Faisal Rahman,395.5
298,Grace Chen,282.9
298,Harry Patel,287.2
298,Isabel Santos,299.3
298,Jack Williams,358.6
298,Kezia Adeyemi,304.1
298,Liam O'Brien,252.6
298,Maya Singh,286.9
298,Noah Clarke,337.1
298,Oscar Bennett,336.9
298,Priya Sharma,293.0
298,Ravi Kapoor,388.1
298,Sofia Lindqvist,341.4
298,Tariq Hassan,313.1
298,Uma Devi,330.7
299,Alice Johnson,329.5
299,Ben Okafor,336.8
299,Chloe Martinez,309.2
299,David Kim,298.1
299,Emma Thompson,307.9
299,Faisal Rahman,330.4
299,Grace Chen,246.3
299,Harry Patel,338.6
